Literature Source,Kingdom,Subkingdom,Division,Class,Subclass,Order,Family,Genus,Species,Life_form,Latitude,Longitude,MAT(degC),MAP(mm),Altitude,Site1,Country,Continent,ClimRegion,Tissue,SLA,LMA,Nitrogen,Phosphorus,Calcium,Magnesium,Carbon,Tannins_cond,Tannins_wat,Lignin,Cellulose_percent,Hemicellulose_percent,Fiber_content_percent
395,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula sp.6,T,35.05,NA,13,NA,NA,NC-Coweeta,USA,NAm,TE,leaf,285,35.1,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula sp.7,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,199,50.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula sp.8,T,NA,NA,NA,NA,NA,NA,UK,E,TE,leaf,NA,NA,20,1.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA
464,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula sp.9,T,49.4,11,8.6,NA,NA,NA,Germany,E,TE,leaf,NA,NA,26.9,1.65,8.95,NA,NA,NA,NA,NA,NA,NA,NA
159,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula tortuosa,T,NA,NA,NA,NA,NA,Kola Peninsula,Russia,E,B,leaf,NA,NA,33.4,3.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA
277,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula tortuosa,T,NA,NA,NA,NA,NA,NA,Norway,E,Tun/Alp,leaf,NA,NA,20,2.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA
277,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula tortuosa,T,NA,NA,NA,NA,NA,NA,Finland,E,Tun/Alp,leaf,NA,NA,17.4,1.4,5.5,NA,NA,NA,NA,NA,NA,NA,NA
289,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Fagales,Betulaceae,Betula,Betula tortuosa,T,NA,NA,-2.1,NA,NA,NA,Finland,E,Tun/Alp,leaf,NA,NA,17.4,1.4,5.5,NA,NA,NA,NA,NA,NA,NA,NA
242,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Calycanthaceae,Beureria,Beureria cumanensis,T,NA,NA,NA,NA,NA,NA,Venezuela,SAm,TR,leaf,116,86.2,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Calycanthaceae,Beureria,Beureria cumanensis,T,10,-67,23.08,NA,NA,NA,NA,NA,NA,leaf,137.2,72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Calycanthaceae,Beureria,Beureria cumanensis,T,NA,NA,24.6,917,NA,NA,Venezuela,SAm,TR,leaf,114.82,87.1,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Calycanthaceae,Beureria,Beureria cumanensis,T,NA,NA,25.7,506,NA,NA,Venezuela,SAm,TRSAV,leaf,89.13,112.2,17,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bischofia,Bischofia janavica,T,22.06,120.85,22.7,3560,440,Kenting National Park,Taiwan,Asi,TR,leaf,NA,NA,15.5,0.99,8.64,NA,NA,NA,NA,NA,NA,NA,NA
822,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bischofia,Bischofia janavica,T,21.9,101.77,21.4,1500,580,NA,China,Asi,TR,leaf,116.71,85.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Myrtales,Melastomataceae,Blakea,Blakea trinervia,T,18,NA,27,NA,NA,NA,Jamaica,SAm,TR,leaf,NA,NA,10.7,0.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis multiflora,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis multiflora,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,18.3,0.91,0.8,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis multiflora,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,16.9,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis multiflora,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis sp.,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,17,0.74,7.8,NA,NA,NA,NA,NA,NA,NA,NA
646,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bocoa,Bocoa prouacensis,T,4,-53,25,3000,NA,NA,French Guiana,SAm,TR,leaf,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bocoa,Bocoa prouacensis,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bocoa,Bocoa prouacensis,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bocoa,Bocoa prouacensis,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bocoa,Bocoa prouacensis,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bolusanthus,Bolusanthus speciosus,T,NA,NA,18.9,623,NA,NA,Zimbabwe,Af,TRSAV,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Malvaceae,Bombacopsis,Bombacopsis cf. nervosa,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,20.1,1.2,7.5,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Malvaceae,Bombacopsis,Bombacopsis macrocalyx,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Malvaceae,Bombacopsis,Bombacopsis nervosa,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Bombacaceae,Bombax,Bombax ceiba,T,25.3,83.02,25.94,1100,250,Inceptisol site,India,Asi,TR,leaf,86.7,115.3,16,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Bombacaceae,Bombax,Bombax ceiba,T,NA,NA,25.9,1011,NA,NA,India,Asi,TR,leaf,87.1,114.8,16,1.901,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Rutaceae,Boronia,Boronia ledifolia,T,NA,NA,NA,NA,NA,NA,NA,Aus,NA,leaf,51.9,192.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Rutaceae,Boronia,Boronia ledifolia,T,-33.58,151.29,17.5,NA,NA,NA,Australia,Aus,NA,leaf,63,158.7,11.7,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Rutaceae,Boronia,Boronia ledifolia,T,NA,NA,17.5,1148,NA,NA,Australia,Aus,TRSAV,leaf,63.1,158.5,11.9,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Capparales,Capparidaceae,Boscia,Boscia albitrunca,T,NA,NA,NA,NA,NA,NA,Botswana,Af,TR,leaf,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Bosqueia,Bosqueia phoberos,T,NA,NA,21.7,1329,NA,NA,Uganda,Af,TR,leaf,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Burseraceae,Boswellia,Boswellia serrata,T,27.28,83.6,24.9,1100,250,Ultisol site,India,Asi,TR,leaf,79.6,125.6,13.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Burseraceae,Boswellia,Boswellia serrata,T,NA,NA,25.6,1081,NA,NA,India,Asi,TR,leaf,79.43,125.9,13.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Boraginaceae,Bourreria,Bourreria succulenta,T,18.4,NA,24.1,NA,NA,NA,Puerto Rico,SAm,TR,leaf,NA,NA,12.5,0.55,14.84,NA,NA,NA,NA,NA,NA,NA,NA
19,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Boraginaceae,Bourreria,Bourreria succulenta,T,18.4,NA,24.1,NA,NA,NA,Puerto Rico,SAm,TR,leaf,NA,NA,15,0.45,24.51,NA,NA,NA,NA,NA,NA,NA,NA
19,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Boraginaceae,Bourreria,Bourreria succulenta,T,18.4,NA,24.1,NA,NA,NA,Puerto Rico,SAm,TR,leaf,NA,NA,14.4,0.44,28.98,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Bowdichia,Bowdichia virgilioides,T,NA,NA,20.2,1470,NA,NA,Brazil,SAm,TR,leaf,58.88,169.8,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Proteales,Proteaceae,Brabejum,Brabejum stellatifolium,T,NA,NA,NA,NA,NA,NA,S.Africa,Af,Medi,leaf,40.32,248,9.2,0.5,5.4,NA,NA,NA,NA,NA,NA,NA,NA
613,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Proteales,Proteaceae,Brabejum,Brabejum stellatifolium,T,-33.83,18.83,15,1600,350,Jonkershoek Riparian,South Africa,Af,"Steppe,Prery,Savanna",leaf,39.8,251.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Proteales,Proteaceae,Brabejum,Brabejum stellatifolium,T,NA,NA,14.9,1600,NA,NA,SAfrica,Af,NA,leaf,39.81,251.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton megaphyllus,T,-12.7,131,27.8,1710,31,Open forest,Australia,Aus,TR,leaf,102,98,20.2,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton megaphyllus,T,NA,NA,27.3,1575,NA,NA,Australia,Aus,TR,leaf,102.33,97.7,20.2,1.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton populneus,T,-32.97,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,74,135.1,20.1,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton populneus,T,-32.98,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,68,147.1,16,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton populneus,T,NA,NA,17.1,412,NA,NA,Australia,Aus,TRSAV,leaf,75.86,131.8,17.9,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Malvales,Sterculiaceae,Brachychiton,Brachychiton populneus,T,NA,NA,17.1,412,NA,NA,Australia,Aus,TRSAV,leaf,79.43,125.9,15.5,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Asterales,Asteraceae,Brachylaena,Brachylaena neriifolia,T,-33.83,18.83,15,1600,350,Jonkershoek Riparian,South Africa,Af,"Steppe,Prery,Savanna",leaf,71.1,140.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Asterales,Asteraceae,Brachylaena,Brachylaena neriifolia,T,NA,NA,14.9,1600,NA,NA,SAfrica,Af,NA,leaf,70.79,141.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Brachystegia,Brachystegia speciformis,T,-18,NA,18.1,NA,NA,NA,Zimbabwe,Af,TR,leaf,NA,NA,20.6,1.6,12,NA,NA,NA,NA,NA,NA,NA,NA
228,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Brachystegia,Brachystegia speciformis,T,-18,NA,18.1,NA,NA,NA,Zimbabwe,Af,TR,leaf,NA,NA,19.4,1.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA
228,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Brachystegia,Brachystegia speciformis,T,-18,NA,18.1,NA,NA,NA,Zimbabwe,Af,TR,leaf,NA,NA,22.4,1.6,14.9,NA,NA,NA,NA,NA,NA,NA,NA
230,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Brachystegia,Brachystegia speciformis,T,-18,NA,18.1,NA,NA,NA,Zimbabwe,Af,TR,leaf,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Brachystegia,Brachystegia speciformis,T,NA,NA,18.9,840,NA,NA,Zimbabwe,Af,TRSAV,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bridelia,Bridelia insulana,T,21.9,101.77,21.4,1500,580,NA,China,Asi,TR,leaf,166.91,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bridelia,Bridelia monoica,T,24,109,20.83,NA,NA,Guangxi,China,Asi,TR,leaf,NA,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bridelia,Bridelia retusa,T,27.28,83.6,24.9,1100,250,Ultisol site,India,Asi,TR,leaf,115.9,86.3,19.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Bridelia,Bridelia retusa,T,NA,NA,25.6,1081,NA,NA,India,Asi,TR,leaf,114.82,87.1,19.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum acutifolium,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum alicastrum,T,NA,NA,NA,NA,NA,NA,Mexico,NAm,TR,leaf,157.23,63.6,21.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum alicastrum,T,NA,NA,24.6,4725,NA,NA,Mexico,NAm,TR,leaf,158.49,63.1,21.3,1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum alicastrum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum alicastrum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,95.9,104.3,20.9,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,19.6,1,15.1,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,24.9,0.4,9.3,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,24,0.56,11,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,17.8,0.75,5.7,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,24.7,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,23.7,1.13,25.5,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum guianensis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,20.8,0.54,13.4,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum lactescens,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,19.1,1,5.6,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum lactescens,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,20.2,1.26,5.52,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum lactescens,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,20.2,1.32,5.62,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum lactescens,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,19.7,1.19,6,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum lactescens,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum mollis,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,9.4,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum rubescens,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum rubescens,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum rubescens,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,14.9,0.55,2.9,NA,NA,NA,NA,NA,NA,NA,NA
779,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Urticales,Moraceae,Brosimum,Brosimum utile,T,9.28,-79.97,26,3100,140,Parque Nacional San Lorenzo,Panama,SAm,TR,leaf,68.4,146.2,18.2,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rhizophorales,Rhizophoraceae,Bruguiera,Bruguiera cylindrica,T,NA,NA,26.7,2146,NA,NA,Singapore,Asi,TR,leaf,87.1,114.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rhizophorales,Rhizophoraceae,Bruguiera,Bruguiera gymnorrhiza T,T,24.57,117.92,21,NA,NA,NA,China,Asi,TR,leaf,187.96,53.2,12,0.8,14,NA,NA,NA,NA,NA,NA,NA,NA
569,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Buchanania,Buchanania lanzan,T,27.28,83.6,24.9,1100,250,Ultisol site,India,Asi,TR,leaf,86.4,115.7,19.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Buchanania,Buchanania lanzan,T,NA,NA,25.6,1081,NA,NA,India,Asi,TR,leaf,87.1,114.8,19.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Buchanania,Buchanania obovata,T,-12.7,131,27.8,1710,31,Open forest,Australia,Aus,TR,leaf,60.6,165,11.5,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Buchanania,Buchanania obovata,T,NA,NA,27.3,1575,NA,NA,Australia,Aus,TR,leaf,61.66,162.2,11.5,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Lamiales,Lamiaceae,Buchanania,Buchanania obovata,T,NA,NA,27.5,1370,NA,NA,Australia,Aus,TR,leaf,75.86,131.8,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
